file,sheet,row_number,identifier,column,issue_type,original_value,severity,recommended_action
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,%MEgap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,%Protein,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,5.023*peakMilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,Cpintakeingr,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,MEIntake,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,MEfeeds,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,MEmaint+peakmilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,MW*0.589=Energyformaintenance,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,Protein/content/gr/kg,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,68,290,gapME,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,70,292,MEIntake,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,70,292,MEfeeds,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,%MEgap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,5.023*peakMilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,MEIntake,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,MEfeeds,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,MEmaint+peakmilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,MW*0.589=Energyformaintenance,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,72,294,gapME,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,74,297,leftover,NEGATIVE_LEFTOVER,-4.418543522,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,%MEgap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,5.023*peakMilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,MEIntake,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,MEfeeds,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,MEmaint+peakmilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,MW*0.589=Energyformaintenance,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,75,299,gapME,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,%MEgap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,5.023*peakMilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,MEIntake,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,MEfeeds,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,MEmaint+peakmilk,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,MW*0.589=Energyformaintenance,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,76,301,gapME,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,77,302,gapwater,DOCUMENTED_FORMULA_MISMATCH,37.08075,ERROR,"Expected approximately 35.08 from waterrequi., waterday; verify source formula."
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,78,600,%watergap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,78,600,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*jersey*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,78,600,gapwater,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,78,600,leftover,NEGATIVE_LEFTOVER,-1.1406253480000004,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,78,600,waterrequi.,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,79,601,%watergap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,79,601,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,79,601,gapwater,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,79,601,leftover,NEGATIVE_LEFTOVER,-7.36929921,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,79,601,waterrequi.,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,80,602,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,80,602,leftover,NEGATIVE_LEFTOVER,-1.6922233320000002,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,81,603,%watergap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,81,603,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*jersey*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,81,603,gapwater,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,81,603,leftover,NEGATIVE_LEFTOVER,-0.2849484689999997,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,81,603,waterrequi.,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,82,604,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,83,605,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,84,606,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,84,606,leftover,NEGATIVE_LEFTOVER,-0.7831092150000014,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,85,607,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*jersey*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,86,608,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*jersey*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,87,609,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*jersey*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,88,611,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*fresian*fresian*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,89,612,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,90,613,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,90,613,leftover,NEGATIVE_LEFTOVER,-4.53741451,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,91,615,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,91,615,leftover,NEGATIVE_LEFTOVER,-2.8021583249999997,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,92,615,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,92,615,leftover,NEGATIVE_LEFTOVER,-1.3852225769999995,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,93,615,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*sahiwal*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,93,615,leftover,NEGATIVE_LEFTOVER,-1.1309915979999996,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,94,615,%watergap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,94,615,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*sahiwal*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,94,615,gapwater,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,94,615,leftover,NEGATIVE_LEFTOVER,-1.056957317000001,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,94,615,waterrequi.,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,95,616,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,96,618,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,96,618,leftover,NEGATIVE_LEFTOVER,-2.1640185699999996,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,97,618,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,fresian*jersey*fresian,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,97,618,leftover,NEGATIVE_LEFTOVER,-2.7720286319999996,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,%watergap,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,gapwater,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,leftover,NEGATIVE_LEFTOVER,-0.4880093709999995,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,parity,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,98,619,waterrequi.,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,99,620,cowageinyears,TEXT_IN_NUMERIC_AGE_COLUMN,local*jersey,ERROR,Source correction required; values are detailed breed descriptions in all highland rows.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,99,620,leftover,NEGATIVE_LEFTOVER,-2.97129228,ERROR,Physical next-morning leftovers cannot be negative; clarify whether this column was back-calculated.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,99,620,parity,MISSING_VALUE,nan,WARNING,Clarify from source; do not impute during audit.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,%gapmilk,MISLEADING_PERCENT_NAME,"Values equal milk gap / potential milk x 100, despite metadata wording referencing total milk performance.",WARNING,Clarify the definition and rename only in a later approved phase.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,NDF feeds,INCONSISTENT_UNIT_DEFINITION,Metadata: kgDM; values/formula: percentage-like,ERROR,Confirm the intended NDF unit from the authors.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,cow_id,MISSING_COW_IDENTIFIER,,ERROR,Obtain a stable cow identifier before grouped ML splitting.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,farm_id,MISSING_FARM_IDENTIFIER,,ERROR,"The publication reports 96 farms, but the workbook has no farm key; obtain it before farm-grouped validation."
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,gapCP,METADATA_FORMULA_CONTRADICTION,Metadata subtracts maintenance requirement; repository and values subtract CP intake from total requirement.,ERROR,Use the repository formula only after author confirmation.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,DATASET,,observation_date,MISSING_OBSERVATION_DATE,,WARNING,Only the 2020-2021 study window is known.
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,MULTIPLE,615,LabN°,DUPLICATE_SAMPLE_IDENTIFIER,4,WARNING,"Treat LabN° as a composite sample key, not cow_id; verify why multiple cow records share one sample."
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,MULTIPLE,622,LabN°,DUPLICATE_SAMPLE_IDENTIFIER,3,WARNING,"Treat LabN° as a composite sample key, not cow_id; verify why multiple cow records share one sample."
Specific data recorded on individual cows under lactation in Rwanda 2020-2021.xlsx,Raw data,MULTIPLE,618,LabN°,DUPLICATE_SAMPLE_IDENTIFIER,2,WARNING,"Treat LabN° as a composite sample key, not cow_id; verify why multiple cow records share one sample."
