file,sheet,source_row_number,cow_id,observation_id,column,issue_type,original_value,severity,recommended_action
physiological responses.xlsx,Sheet1,4,101,T0-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,452,401,T0-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,452,401,UNCLEAR,Genetic group,INCONSISTENT_GENETIC_GROUP_LABEL_FORMAT,HF_75,MEDIUM,Confirm documented equivalence before any future harmonization.
physiological responses.xlsx,Sheet1,453,401,T0-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,454,401,T0-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,455,401,T0-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,456,401,T0-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,457,401,T1-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,458,401,T1-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,459,401,T1-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,460,401,T1-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,461,401,T1-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,462,401,T2-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,463,401,T2-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,464,401,T2-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,465,401,T2-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,466,401,T2-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,401,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,5,101,T0-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,6,101,T0-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,602,501,T0-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,602,501,UNCLEAR,Genetic group,INCONSISTENT_GENETIC_GROUP_LABEL_FORMAT,HF_87.5,MEDIUM,Confirm documented equivalence before any future harmonization.
physiological responses.xlsx,Sheet1,603,501,T0-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,604,501,T0-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,605,501,T0-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,606,501,T0-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,607,501,T1-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,608,501,T1-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,609,501,T1-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,610,501,T1-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,611,501,T1-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,612,501,T2-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,613,501,T2-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,614,501,T2-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,615,501,T2-R4,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,616,501,T2-R5,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,501,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,7,101,T1-R1,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,7,101,UNCLEAR,THI Range,INCONSISTENT_THI_LABEL_FORMAT,T1 (75-80),LOW,Use metadata-supported mapping only in a future approved step.
physiological responses.xlsx,Sheet1,8,101,T1-R2,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
physiological responses.xlsx,Sheet1,9,101,T1-R3,Animal ID,CROSS_WORKBOOK_COW_ID_COVERAGE_MISMATCH,101,HIGH,Confirm cow ID with source owner before joining physiology to DMI/milk or blood.
