source_workbook,source_sheet,source_row_number,cow_id,replication,thi_category,genetic_group,partition,group_cv_fold,random_seed,split_version
"DMI, milk yield and composition.xlsx",Sheet1,252,208,1,T2,HF50,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,253,208,2,T2,HF50,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,254,208,3,T2,HF50,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,255,208,4,T2,HF50,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,256,208,5,T2,HF50,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,257,209,1,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,258,209,2,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,259,209,3,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,260,209,4,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,261,209,5,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,262,209,1,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,263,209,2,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,264,209,3,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,265,209,4,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,266,209,5,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,267,209,1,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,268,209,2,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,269,209,3,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,270,209,4,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,271,209,5,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,272,210,1,T0,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,273,210,2,T0,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,274,210,3,T0,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,275,210,4,T0,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,276,210,5,T0,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,277,210,1,T1,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,278,210,2,T1,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,279,210,3,T1,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,280,210,4,T1,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,281,210,5,T1,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,282,210,1,T2,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,283,210,2,T2,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,284,210,3,T2,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,285,210,4,T2,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,286,210,5,T2,HF50,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,287,211,1,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,288,211,2,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,289,211,3,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,290,211,4,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,291,211,5,T0,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,292,211,1,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,293,211,2,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,294,211,3,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,295,211,4,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,296,211,5,T1,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,297,211,1,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,298,211,2,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,299,211,3,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,300,211,4,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,301,211,5,T2,HF50,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,302,302,1,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,303,302,2,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,304,302,3,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,305,302,4,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,306,302,5,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,307,302,1,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,308,302,2,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,309,302,3,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,310,302,4,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,311,302,5,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,312,302,1,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,313,302,2,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,314,302,3,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,315,302,4,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,316,302,5,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,317,303,1,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,318,303,2,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,319,303,3,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,320,303,4,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,321,303,5,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,322,303,1,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,323,303,2,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,324,303,3,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,325,303,4,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,326,303,5,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,327,303,1,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,328,303,2,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,329,303,3,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,330,303,4,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,331,303,5,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,332,304,1,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,333,304,2,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,334,304,3,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,335,304,4,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,336,304,5,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,337,304,1,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,338,304,2,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,339,304,3,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,340,304,4,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,341,304,5,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,342,304,1,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,343,304,2,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,344,304,3,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,345,304,4,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,346,304,5,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,347,305,1,T0,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,348,305,2,T0,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,349,305,3,T0,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,350,305,4,T0,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,351,305,5,T0,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,352,305,1,T1,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,353,305,2,T1,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,354,305,3,T1,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,355,305,4,T1,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,356,305,5,T1,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,357,305,1,T2,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,358,305,2,T2,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,359,305,3,T2,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,360,305,4,T2,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,361,305,5,T2,HF62.5,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,362,306,1,T0,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,363,306,2,T0,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,364,306,3,T0,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,365,306,4,T0,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,366,306,5,T0,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,367,306,1,T1,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,368,306,2,T1,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,369,306,3,T1,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,370,306,4,T1,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,371,306,5,T1,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,372,306,1,T2,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,373,306,2,T2,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,374,306,3,T2,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,375,306,4,T2,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,376,306,5,T2,HF62.5,development,4,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,377,307,1,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,378,307,2,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,379,307,3,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,380,307,4,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,381,307,5,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,382,307,1,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,383,307,2,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,384,307,3,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,385,307,4,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,386,307,5,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,387,307,1,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,388,307,2,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,389,307,3,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,390,307,4,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,391,307,5,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,392,308,1,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,393,308,2,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,394,308,3,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,395,308,4,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,396,308,5,T0,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,397,308,1,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,398,308,2,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,399,308,3,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,400,308,4,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,401,308,5,T1,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,402,308,1,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,403,308,2,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,404,308,3,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,405,308,4,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,406,308,5,T2,HF62.5,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,407,309,1,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,408,309,2,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,409,309,3,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,410,309,4,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,411,309,5,T0,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,412,309,1,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,413,309,2,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,414,309,3,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,415,309,4,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,416,309,5,T1,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,417,309,1,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,418,309,2,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,419,309,3,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,420,309,4,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,421,309,5,T2,HF62.5,development,3,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,422,310,1,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,423,310,2,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,424,310,3,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,425,310,4,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,426,310,5,T0,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,427,310,1,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,428,310,2,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,429,310,3,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,430,310,4,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,431,310,5,T1,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,432,310,1,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,433,310,2,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,434,310,3,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,435,310,4,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,436,310,5,T2,HF62.5,development,2,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,437,311,1,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,438,311,2,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,439,311,3,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,440,311,4,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,441,311,5,T0,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,442,311,1,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,443,311,2,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,444,311,3,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,445,311,4,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,446,311,5,T1,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,447,311,1,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,448,311,2,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,449,311,3,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,450,311,4,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,451,311,5,T2,HF62.5,development,1,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,452,402,1,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,453,402,2,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,454,402,3,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,455,402,4,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,456,402,5,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,457,402,1,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,458,402,2,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,459,402,3,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,460,402,4,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,461,402,5,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,462,402,1,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,463,402,2,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,464,402,3,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,465,402,4,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,466,402,5,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,467,403,1,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,468,403,2,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,469,403,3,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,470,403,4,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,471,403,5,T0,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,472,403,1,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,473,403,2,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,474,403,3,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,475,403,4,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,476,403,5,T1,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,477,403,1,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,478,403,2,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,479,403,3,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,480,403,4,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,481,403,5,T2,HF75,development,5,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,482,404,1,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,483,404,2,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,484,404,3,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,485,404,4,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,486,404,5,T0,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,487,404,1,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,488,404,2,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,489,404,3,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,490,404,4,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,491,404,5,T1,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,492,404,1,T2,HF75,holdout,,42,bangladesh_group_split_v1
"DMI, milk yield and composition.xlsx",Sheet1,493,404,2,T2,HF75,holdout,,42,bangladesh_group_split_v1
